Type,Name,Category,Price,FoodType,GST,Station,Description,Parent,ShortName,SKU,Default,SelectionType,Min,Max,Required,Group,Item
ITEM,"KASHMIRI DUM ALOO","MAINCOURSE VEG",289,veg,5,"Kitchen",,,KASHMIRI DUM AL,TCV0151,,,,,,,
ITEM,"PANEER KOLHAPURI","MAINCOURSE VEG",329,veg,5,"Kitchen",,,PANEER KOLHAPUR,TCV0152,,,,,,,
ITEM,"STUFF TOMATO","MAINCOURSE VEG",259,veg,5,"Kitchen",,,STUFF TOMATO,TCV0153,,,,,,,
ITEM,"PANEER TIKKA MASALA","MAINCOURSE VEG",339,veg,5,"Kitchen",,,PANEER TIKKA MA,TCV0154,,,,,,,
ITEM,"STUFF CAPSICUM","MAINCOURSE VEG",259,veg,5,"Kitchen",,,STUFF CAPSICUM,TCV0155,,,,,,,
ITEM,"SAHI PANEER","MAINCOURSE VEG",339,veg,5,"Kitchen",,,SAHI PANEER,TCV0156,,,,,,,
ITEM,"MUSHROOM MASALA","MAINCOURSE VEG",319,veg,5,"Kitchen",,,MUSHROOM MASALA,TCV0157,,,,,,,
ITEM,"MUSHROOM PANEER","MAINCOURSE VEG",329,veg,5,"Kitchen",,,MUSHROOM PANEER,TCV0158,,,,,,,
ITEM,"MATAR MUSHROOM MASASLA","MAINCOURSE VEG",319,veg,5,"Kitchen",,,MATAR MUSHROOM,TCV0159,,,,,,,
ITEM,"PANEER DO PYAZA","MAINCOURSE VEG",329,veg,5,"Kitchen",,,PANEER DO PYAZA,TCV0160,,,,,,,
ITEM,"MALAI KOFTA","MAINCOURSE VEG",329,veg,5,"Kitchen",,,MALAI KOFTA,TCV0161,,,,,,,
